date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rh4	rl4	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx	rbo_100_trading_edge	rbo_100_geometric_expectancy	rbo_100_kelly	rbo_100_constant	rbo_100_concave	rbo_100_convex	rbo_100_equal_weight	EUR	rtt_5020_chg1D	rtt_5020_chg1D_fx	rtt_5020_PL_cum	rtt_5020_returns	rtt_5020_log_returns	rtt_5020_cumul	rtt_5020_PL_cum_fx	rtt_5020_trading_edge	rtt_5020_geometric_expectancy	rtt_5020_kelly	rtt_5020_constant	rtt_5020_concave	rtt_5020_convex	rtt_5020_equal_weight	rema_50100150_chg1D	rema_50100150_chg1D_fx	rema_50100150_PL_cum	rema_50100150_returns	rema_50100150_log_returns	rema_50100150_cumul	rema_50100150_PL_cum_fx	rema_50100150_trading_edge	rema_50100150_geometric_expectancy	rema_50100150_kelly	rema_50100150_constant	rema_50100150_concave	rema_50100150_convex	rema_50100150_equal_weight	rsma_50100150_chg1D	rsma_50100150_chg1D_fx	rsma_50100150_PL_cum	rsma_50100150_returns	rsma_50100150_log_returns	rsma_50100150_cumul	rsma_50100150_PL_cum_fx	rsma_50100150_trading_edge	rsma_50100150_geometric_expectancy	rsma_50100150_kelly	rsma_50100150_constant	rsma_50100150_concave	rsma_50100150_convex	rsma_50100150_equal_weight	rrg_chg1D	rrg_chg1D_fx	rrg_PL_cum	rrg_returns	rrg_log_returns	rrg_cumul	rrg_PL_cum_fx	rrg_trading_edge	rrg_geometric_expectancy	rrg_kelly	rrg_constant	rrg_concave	rrg_convex	rrg_equal_weight
2021-08-30 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.97	2.97	2.97	2.97			0.0		-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-08-31 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.97	2.97	2.97	2.97			0.0		-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-01 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.95	2.95	2.95	2.95			0.0		-1.0	1			0.0			0.0												2.95								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-02 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.95	2.95	2.95	2.95			0.0		-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-03 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.97	2.97	2.97	2.97			0.0		-1.0	1			0.0			0.0											2.97									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-06 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.94	2.94	2.94	2.94			0.0		-1.0	1			0.0			0.0												2.94		2.94						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-07 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.96	2.96	2.96	2.96			0.0		-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-08 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.99	2.99	2.99	2.99			0.0		-1.0	1			0.0			0.0											2.99									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-09 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.98	2.98	2.98	2.98			0.0		-1.0	1			0.0			0.0												2.98								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-10 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	3.01	3.01	3.01	3.01			0.0		1.0	1			0.0			0.0											3.01		3.01							0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-13 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.98	2.98	2.98	2.98			0.0		1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-14 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.97	2.97	2.97	2.97			0.0		1.0	1			0.0			0.0												2.97		2.97						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-15 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	3.0	3.0	3.0	3.0			0.0		1.0	1			0.0			0.0											3.0									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-16 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	2.98	2.98	2.98	2.98			0.0		1.0	1			0.0			0.0												2.98								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-17 07:00:00	0	3.0	3.0	3.0	3.0	2.8	PFI.MI	3.01	3.01	3.01	3.01			0.0		1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-20 07:00:00	2000	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.39	3.39	3.39	3.39			0.0	1.0	1.0	1			0.0			0.0									3.3		3.39		3.39		3.39					0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.3	0.3	0.3	0.1	0.1	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-21 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.35	3.35	3.35	3.35			0.0	1.0	1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-22 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.31	3.31	3.31	3.31			0.0	1.0	1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-23 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.26	3.26	3.26	3.26			0.0	1.0	1.0	1			0.0			0.0												3.26								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-24 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.27	3.27	3.27	3.27			0.0	1.0	1.0	1			0.0			0.0											3.27									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-27 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.25	3.25	3.25	3.25			0.0	1.0	1.0	1			0.0			0.0												3.25		3.25						0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-28 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.33	3.33	3.33	3.33			0.0	1.0	1.0	1			0.0			0.0											3.33									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-29 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.3	3.3	3.3	3.3			0.0	1.0	1.0	1			0.0			0.0												3.3								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-09-30 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.31	3.31	3.31	3.31			0.0	1.0	1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-01 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.32	3.32	3.32	3.32			0.0	1.0	1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-04 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.34	3.34	3.34	3.34			0.0	1.0	1.0	1			0.0			0.0											3.34		3.34							0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-05 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.28	3.28	3.28	3.28			0.0	1.0	1.0	1			0.0			0.0												3.28								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-06 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.32	3.32	3.32	3.32			0.0	1.0	1.0	1			0.0			0.0											3.32									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-07 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.27	3.27	3.27	3.27			0.0	1.0	1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-08 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.26	3.26	3.26	3.26			0.0	1.0	1.0	1			0.0			0.0												3.26								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-11 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.28	3.28	3.28	3.28			0.0	1.0	1.0	1			0.0			0.0											3.28									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-12 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.27	3.27	3.27	3.27			0.0	1.0	1.0	1			0.0			0.0												3.27								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-13 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.28	3.28	3.28	3.28			0.0	1.0	1.0	1			0.0			0.0											3.28									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-14 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.24	3.24	3.24	3.24			0.0	1.0	1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-15 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.21	3.21	3.21	3.21			0.0	1.0	-1.0	1			0.0			0.0												3.21								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-18 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.24	3.24	3.24	3.24			0.0	1.0	-1.0	1			0.0			0.0											3.24									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-19 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.23	3.23	3.23	3.23			0.0	1.0	-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-20 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.2	3.2	3.2	3.2			0.0	1.0	-1.0	1			0.0			0.0												3.2								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-21 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.21	3.21	3.21	3.21			0.0	1.0	-1.0	1			0.0			0.0											3.21									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-22 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.2	3.2	3.2	3.2			0.0	1.0	-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-25 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.17	3.17	3.17	3.17			0.0	1.0	-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-26 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.15	3.15	3.15	3.15			0.0	1.0	-1.0	1			0.0			0.0												3.15								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-27 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.17	3.17	3.17	3.17			0.0	1.0	-1.0	1			0.0			0.0											3.17									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-28 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.16	3.16	3.16	3.16			0.0	1.0	-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-10-29 07:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.16	3.16	3.16	3.16			0.0	1.0	-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-11-01 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.13	3.13	3.13	3.13			0.0	1.0	-1.0	1			0.0			0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0								1	0.0	0.0	0.3	0.0	0.0	0.1	0.3								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0								0.0	0.0	0.0	0.0	0.0	0.0	0.0							
2021-11-02 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.13	3.13	3.13	3.13	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-03 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.11	3.11	3.11	3.11	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-04 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.09	3.09	3.09	3.09	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-05 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.06	3.06	3.06	3.06	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0												3.06								0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-08 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.07	3.07	3.07	3.07	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-09 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.1	3.1	3.1	3.1	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0											3.1									0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-10 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.09	3.09	3.09	3.09	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2021-11-11 08:00:00	0	3.3	3.3	3.3	3.3	3.08	PFI.MI	3.08	3.08	3.08	3.08	3.39	2.9	0.0	1.0	-1.0	1	1.0		0.0	1.0		0.0																				0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0						1	0.0	0.0	0.3	0.0	0.0	0.1	0.3	0.0	0.0	inf					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
